-0,676376235	-0,595897642	0,070096463	-0,920830131	-0,737049578	0,352207792	0,12005457	0,096919609	0,068950749	-0,332200922	0,087452471	-0,022257552	-0,958493922	-0,015122873	0,434202161	|	-0,761028441	-0,893153023	-0,750861911	-0,834316842	0,773618641	-0,922878828	-0,81659721	-0,942955941	-0,836124913	-0,884176459	-0,170406973	-0,830963081	-0,76224615	-0,915978406	-0,996429931
-0,375721802	-0,26690463	-0,333247588	-0,019523444	-0,444786981	0,346493506	0,445429741	0,391435011	-0,696788009	-0,338024751	-0,146768061	0,405405405	-0,742069374	-0,153119093	0,444373808	|	-0,482081536	-0,68243726	-0,508411017	-0,123951637	0,50501788	-0,901340692	-0,185223387	-0,792795575	-0,744571658	-0,839070162	0,062292682	-0,180857116	-0,484769025	-0,886163421	-0,972474019
-0,404305146	-0,132974712	0,214405145	-0,317140661	-0,470965786	0,458051948	0,347203274	0,509641873	0,390149893	-0,369570493	-0,095057034	0,33227345	-0,740883487	0,247637051	0,439287985	|	-0,507264242	-0,505765979	-0,48740057	-0,463290152	0,529472834	-0,903915713	-0,328657878	-0,680707411	-0,714496741	-0,944869501	-0,068286322	-0,498635003	-0,509930819	-0,895106175	-0,98402083
-0,623540357	-0,577095169	-0,036913183	-0,566948501	-0,66836812	0,381688312	0,275579809	0,157024793	0,002141328	-0,370541131	-0,095057034	0,26709062	-0,691076193	0,137996219	0,394787031	|	-0,693757154	-0,915320289	-0,95933094	-0,746886955	0,7098858	-0,979669689	-0,563815182	-0,94089327	-0,978024746	-0,916482845	-0,149543614	-0,76848172	-0,696133676	-0,980423842	-0,952683238
-0,609360965	-0,366849329	-0,150868167	-0,210453497	-0,659574468	0,246363636	0,133697135	0,214625595	-0,421841542	-0,411793254	-0,03878327	0,389507154	-0,786540172	-0,062381853	0,218054673	|	-0,686536938	-0,801955176	-0,854308935	-0,336076814	0,702445495	-0,766811383	-0,761314475	-0,833869637	-0,843243174	-0,929460978	-0,070573971	-0,388196078	-0,688518188	-0,756610477	-0,705633336
-0,578660336	-0,378814539	0,110996785	-0,345119139	-0,630464446	0,457922078	0,126193724	0,236664162	0,291648822	-0,28512497	0,105703422	0,364069952	-0,769937741	0,258979206	0,521932613	|	-0,659064894	-0,821624732	-0,686795326	-0,489459584	0,676260238	-0,903078161	-0,771595914	-0,863276557	-0,837732499	-0,843106361	-0,111111111	-0,528205785	-0,661292122	-0,894513518	-0,874519778
-0,763826511	-0,417324418	-0,182250804	-0,532974635	-0,806388033	0,483376623	0,243519782	0,300275482	-0,317344754	-0,411793254	0,090494297	0,330683625	-0,845241625	0,06805293	0,393515575	|	-0,82354495	-0,882115825	-0,781095963	-0,701833148	0,833371785	-0,884365924	-0,584263826	-0,94898413	-0,910610009	-0,936341222	-0,148354037	-0,727349824	-0,824815889	-0,887031548	-0,950742534
-0,756512255	-0,471921975	-0,143022508	-0,577401998	-0,802142821	0,363376623	0,248294679	0,249686952	-0,123768737	-0,334627518	0,183269962	0,324324324	-0,863029944	0,128544423	0,360457724	|	-0,819846791	-0,954475407	-0,840096928	-0,752217765	0,829911178	-0,952408406	-0,587657234	-0,990145422	-0,915358917	-0,869971893	-0,142772173	-0,773008543	-0,821161571	-0,953475781	-0,904972633
-0,766906198	-0,662058217	-0,120643087	-0,659800154	-0,808156871	0,35038961	0,089358799	0,10543451	-0,178586724	-0,465178355	0,031178707	0,343402226	-0,792469612	-0,011342155	0,284170375	|	-0,824601567	-0,798994164	-0,894443228	-0,842356591	0,834409967	-0,92058534	-0,848844666	-0,863637507	-0,968696095	-0,946655572	-0,171276279	-0,853285342	-0,825959607	-0,91422366	-0,799029478
-0,701206211	-0,498064451	-0,362958199	-0,540046118	-0,760752009	0,428831169	0,315143247	0,168044077	-0,51006424	-0,385586023	0,117870722	0,60254372	-0,863029944	0,160680529	0,422759059	|	-0,781632473	-0,977868834	-0,426022866	-0,681557342	0,7933441	-0,954082098	-0,481924012	-0,974026421	-0,720362798	-0,900712431	-0,142817926	-0,693870499	-0,783056237	-0,95123934	-0,991393378
