0,081529148	287		0,081480377	518		0,081409207	295		0,080630014	288		0,080948785	287		0,081199506
0,081527098	294		0,081476283	380		0,081401929	282		0,080483597	291		0,080896779	294		0,081157137
0,081524976	282		0,081471985	382		0,081394197	305		0,080289231	287		0,080836733	278		0,081103425
0,081522779	285		0,081467468	491		0,081385969	279		0,0800193	302		0,080766664	290		0,081032436
0,081520503	282		0,081462715	322		0,081377195	358		0,07962046	384		0,08068389	281		0,080932953
0,081518143	283		0,081457707	463		0,081367818	425		0,078975563	357		0,080584694	284		0,080780785
0,081515695	301		0,081452422	326		0,081357775	308		0,077773055	369		0,080463776	291		0,080512545
0,081513153	285		0,081446837	371		0,081346992	367		0,074877512	285		0,08031333	292		0,079899565
0,081510513	283		0,081440926	311		0,081335386	290		0,063021806	329		0,080121382	296		0,077486003
0,081507767	285		0,08143466	312		0,081322857	304		0,015604351	402		0,079868652	295		0,067947657
0,081504911	296		0,081428004	315		0,081309293	393		0,001177323	308		0,079522112	279		0,064988329
0,081501937	300		0,081420923	327		0,081294559	317		0,000259913	792		0,079020528	302		0,064699572
0,081498837	279		0,081413374	312		0,081278499	291		0,000290867	364		0,078237644	280		0,064543844
0,081495604	276		0,081405309	294		0,081260925	302		0,000294471	300		0,076871617	287		0,064265585
0,081492229	289		0,081396674	289		0,081241615	392		0,000294749	305		0,074026591	284		0,063690372
0,081488702	297		0,081387406	296		0,081220298	331		0,000294757	391		0,06609168	292		0,062096569
0,081485012	342		0,081377432	299		0,081196646	346		0,000294743	288		0,039038154	297		0,056678397
0,081481149	320		0,08136667	300		0,081170255	298		0,000294728	283		0,009525615	297		0,050767684
0,0814771	303		0,081355023	348		0,081140625	281		0,000294712	291		0,001794659	273		0,049212424
0,08147285	330		0,081342375	292		0,081107121	308		0,000294697	309		0,000622569	284		0,048967923
0,081468385	459		0,081328595	318		0,081068939	298		0,000294681	307		0,000630079	283		0,048958136
0,081463688	308		0,081313522	363		0,081025029	322		0,000294666	398		0,000648448	280		0,048949071
0,081458741	365		0,081296967	288		0,08097401	395		0,00029465	298		0,000652454	309		0,048935364
0,081453522	314		0,081278699	354		0,080914018	286		0,000294634	298		0,000653071	279		0,048918789
0,081448009	312		0,081258441	367		0,080842479	276		0,000294619	288		0,000653	289		0,04889931
0,081442177	304		0,081235849	391		0,080755741	465		0,000294603	293		0,000652792	283		0,048876232
0,081435996	518		0,081210497	282		0,080648441	363		0,000294588	295		0,000652558	294		0,048848416
0,081429436	322		0,081181849	451		0,080512388	277		0,000294572	287		0,000652319	294		0,048814113
0,081422459	350		0,08114922	342		0,080334429	284		0,000294557	294		0,000652079	290		0,048770549
0,081415025	418		0,081111723	341		0,080092074	286		0,000294541	304		0,000651839	282		0,04871304
0,081407087	294		0,081068187	436		0,079743589	345		0,000294525	288		0,000651599	276		0,048632998
0,081398593	291		0,081017036	336		0,079202346	334		0,00029451	289		0,000651359	297		0,048512769
0,081389482	391		0,080956094	329		0,078256989	317		0,000294494	306		0,00065112	292		0,048309636
0,081379685	304		0,080882276	352		0,076242478	294		0,000294479	294		0,00065088	286		0,04788996
0,081369122	290		0,080791057	554		0,069889033	298		0,000294463	288		0,000650641	282		0,046598863
0,081357698	284		0,080675531	326		0,03544704	319		0,000294448	291		0,000650401	296		0,039685023
0,081345304	289		0,080524618	309		0,003704116	294		0,000294432	287		0,000650162	282		0,033303727
0,081331813	288		0,080319391	301		0,000397146	290		0,000294417	307		0,000649923	343		0,032598538
0,081317072	286		0,08002473	298		0,000160561	397		0,000294401	300		0,000649684	304		0,03248929
0,081300899	292		0,079567702	294		0,000146952	288		0,000294385	293		0,000649445	335		0,032391877
0,081283076	286		0,078769803	288		0,000145927	426		0,00029437	286		0,000649206	398		0,032228476
0,081263337	468		0,077063117	291		0,000145839	282		0,000294354	317		0,000648967	355		0,031883123
0,081241358	275		0,071518154	292		0,000145827	285		0,000294339	302		0,000648729	551		0,030769681
0,081216736	334		0,034787578	289		0,000145822	288		0,000294323	312		0,00064849	301		0,02341859
0,081188966	374		0,002331675	314		0,000145817	290		0,000294308	314		0,000648252	355		0,016921803
0,081157404	351		0,000116757	306		0,000145812	280		0,000294292	328		0,000648014	360		0,016472456
0,081121224	346		1,86E-05	291		0,000145807	289		0,000294277	285		0,000647775	316		0,016445532
0,081079335	289		2,14E-05	314		0,000145802	287		0,000294261	373		0,000647537	393		0,01643767
0,081030281	429		2,16E-05	305		0,000145798	283		0,000294245	291		0,000647299	326		0,016427848
0,080972063	287		2,16E-05	307		0,000145793	320		0,00029423	284		0,000647062	386		0,016416155
0,080901871	301		2,16E-05	292		0,000145788	312		0,000294214	285		0,000646824	305		0,016402065
0,080815619	298		2,16E-05	298		0,000145783	366		0,000294199	282		0,000646587	295		0,016384763
0,080707142	286		2,16E-05	345		0,000145778	290		0,000294183	289		0,000646349	297		0,016363016
0,08056669	308		2,16E-05	297		0,000145773	290		0,000294168	360		0,000646112	327		0,016334874
0,080377902	303		2,16E-05	296		0,000145768	297		0,000294152	405		0,000645875	300		0,016297065
0,080111145	291		2,16E-05	399		0,000145764	301		0,000294137	292		0,000645638	404		0,016243662
0,079706901	300		2,16E-05	419		0,000145759	301		0,000294121	294		0,000645401	339		0,016162762
0,079026605	297		2,16E-05	287		0,000145754	301		0,000294106	351		0,000645164	302		0,016026651
0,077664537	305		2,16E-05	282		0,000145749	308		0,00029409	378		0,000644927	304		0,015754186
0,073839786	362		2,16E-05	301		0,000145744	292		0,000294075	390		0,00064469	334		0,014989184
0,051378726	390		2,16E-05	291		0,000145739	285		0,000294059	329		0,000644454	365		0,010496921
0,005033851	286		2,16E-05	345		0,000145734	298		0,000294044	318		0,000644218	369		0,001227895
