515,288650140187
515,288650140187
391,135633034519
391,135633034519
391,135633034519
293,787681858955
293,787681858955
293,787681858955
209,184163711226
209,184163711226
209,184163711226
209,184163711226
209,184163711226
205,391164733519
198,767802440812
198,767802440812
198,767802440812
198,767802440812
198,767802440812
166,128504217876
166,128504217876
165,586991425259
165,586991425259
165,586991425259
165,586991425259
165,586991425259
162,326569382528
162,326569382528
162,326569382528
162,326569382528
162,326569382528
161,211687145661
151,587294585739
151,587294585739
150,981683660936
145,57463616243
145,57463616243
145,57463616243
145,57463616243
145,57463616243
145,57463616243
145,12979972916
145,12979972916
144,715096354973
143,144529852184
143,144529852184
143,144529852184
134,56113070363
134,56113070363
134,56113070363
134,56113070363
134,56113070363
134,56113070363
134,56113070363
134,56113070363
134,56113070363
134,56113070363
133,69557172041
133,69557172041
133,69557172041
133,69557172041
133,69557172041
133,69557172041
133,69557172041
133,69557172041
133,69557172041
133,69557172041
133,69557172041
133,69557172041
131,176520201658
131,176520201658
131,176520201658
130,951848107033
130,951848107033
130,951848107033
129,868855499174
129,868855499174
129,868855499174
129,868855499174
129,868855499174
129,430081698174
128,85963795472
128,85963795472
128,85963795472
127,693937905059
127,693937905059
127,693937905059
127,693937905059
127,693937905059
127,693937905059
127,693937905059
127,524560533372
126,715245596907
126,715245596907
126,715245596907
125,947428959463
125,947428959463
125,947428959463
125,947428959463
125,947428959463
125,157981968359
125,157981968359
125,157981968359
125,157981968359
125,157981968359
125,157981968359
125,157981968359
125,157981968359
125,157981968359
125,157981968359
125,157981968359
125,157981968359
125,157981968359
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,494466970039
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
124,279738568135
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,979457121134
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
123,959593451279
122,07431782264
122,07431782264
122,07431782264
122,07431782264
122,07431782264
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
121,992187886317
118,736037624198
118,736037624198
118,736037624198
118,736037624198
115,112385234701
115,112385234701
115,112385234701
115,112385234701
114,335407791247
114,335407791247
114,335407791247
114,335407791247
114,335407791247
114,335407791247
114,335407791247
114,335407791247
114,335407791247
114,335407791247
111,966595187073
111,966595187073
111,966595187073
111,966595187073
